event_name,ebase_id,event_type
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Rate",559,"Employment"
"JOLTS Job Openings",578,"Employment"
"German Unemployment Change",60,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Rate",62,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Employment Change q/q",74,"Employment"
"Unemployment Rate",65,"Employment"
"French Prelim Private Payrolls q/q",70,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Flash Employment Change q/q",808,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Unemployment Claims",11,"Employment"
"French Final Private Payrolls q/q",71,"Employment"
"German Unemployment Change",60,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"JOLTS Job Openings",578,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Unemployment Rate",62,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Final Employment Change q/q",69,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Italian Quarterly Unemployment Rate",61,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",771,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"German Unemployment Change",60,"Employment"
"JOLTS Job Openings",578,"Employment"
"Spanish Unemployment Change",561,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"Non-Farm Employment Change",66,"Employment"
"Unemployment Rate",56,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",62,"Employment"
"ANZ Job Advertisements m/m",234,"Employment"
"Unemployment Claims",11,"Employment"
"Employment Change",67,"Employment"
"Unemployment Rate",57,"Employment"
"Unemployment Rate",771,"Employment"
"Employment Change",73,"Employment"
"Unemployment Rate",64,"Employment"
"Claimant Count Change",68,"Employment"
"Unemployment Rate",58,"Employment"
"Unemployment Claims",11,"Employment"
"Spanish Unemployment Rate",559,"Employment"
"Unemployment Claims",11,"Employment"
"JOLTS Job Openings",578,"Employment"
"ADP Non-Farm Employment Change",75,"Employment"
"German Unemployment Change",60,"Employment"
"Italian Monthly Unemployment Rate",486,"Employment"
"Unemployment Rate",59,"Employment"
"Challenger Job Cuts y/y",76,"Employment"
"Unemployment Claims",11,"Employment"
"Unemployment Rate",63,"Employment"
"ECB Economic Bulletin",612,"Central Bank"
"BOE Monetary Policy Report",418,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"Loan Officer Survey",473,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Monetary Policy Statement",415,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"Official Cash Rate",23,"Central Bank"
"RBNZ Monetary Policy Statement",416,"Central Bank"
"RBNZ Rate Statement",24,"Central Bank"
"RBNZ Press Conference",406,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"Jackson Hole Symposium",474,"Central Bank"
"Jackson Hole Symposium",474,"Central Bank"
"Jackson Hole Symposium",474,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Beige Book",241,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Economic Projections",527,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"RBA Financial Stability Review",364,"Central Bank"
"SNB Monetary Policy Assessment",18,"Central Bank"
"SNB Policy Rate",834,"Central Bank"
"SNB Press Conference",163,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"FPC Meeting Minutes",606,"Central Bank"
"FPC Statement",605,"Central Bank"
"SNB Quarterly Bulletin",417,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"Official Cash Rate",23,"Central Bank"
"RBNZ Rate Statement",24,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"BOE Credit Conditions Survey",367,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"BOC Business Outlook Survey",421,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"RBA Bulletin",333,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"BOC Monetary Policy Report",414,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Beige Book",241,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"RBA Annual Report",440,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Autumn Forecast Statement",505,"Central Bank"
"BOJ Outlook Report",426,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"RBNZ Financial Stability Report",25,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Monetary Policy Statement",415,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"BOE Monetary Policy Report",418,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"Loan Officer Survey",473,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"Treasury Currency Report",459,"Central Bank"
"EU Economic Forecasts",413,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"Monetary Policy Report Hearings",439,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"ECB Financial Stability Review",616,"Central Bank"
"FOMC Financial Stability Report",843,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"Official Cash Rate",23,"Central Bank"
"RBNZ Monetary Policy Statement",416,"Central Bank"
"RBNZ Rate Statement",24,"Central Bank"
"RBNZ Press Conference",406,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"BOE Financial Stability Report",422,"Central Bank"
"FPC Meeting Minutes",606,"Central Bank"
"FPC Statement",605,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"Beige Book",241,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"SNB Monetary Policy Assessment",18,"Central Bank"
"SNB Policy Rate",834,"Central Bank"
"SNB Press Conference",163,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"Mid-Year Economic and Fiscal Outlook",585,"Central Bank"
"SNB Quarterly Bulletin",417,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Economic Projections",527,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"Beige Book",241,"Central Bank"
"BOE Credit Conditions Survey",367,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"BOC Business Outlook Survey",421,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"BOJ Outlook Report",426,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"BOC Monetary Policy Report",414,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"RBA Bulletin",333,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"Loan Officer Survey",473,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"BOE Monetary Policy Report",418,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"Fed Monetary Policy Report",640,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Monetary Policy Statement",415,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"Official Cash Rate",23,"Central Bank"
"RBNZ Monetary Policy Statement",416,"Central Bank"
"RBNZ Rate Statement",24,"Central Bank"
"RBNZ Press Conference",406,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"Monetary Policy Report Hearings",439,"Central Bank"
"Beige Book",241,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Economic Projections",527,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"SNB Monetary Policy Assessment",18,"Central Bank"
"SNB Policy Rate",834,"Central Bank"
"SNB Press Conference",163,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"Annual Budget Release",463,"Central Bank"
"Annual Budget Release",428,"Central Bank"
"SNB Quarterly Bulletin",417,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"RBA Financial Stability Review",364,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"BOC Business Outlook Survey",421,"Central Bank"
"Official Cash Rate",23,"Central Bank"
"RBNZ Rate Statement",24,"Central Bank"
"FPC Meeting Minutes",606,"Central Bank"
"FPC Statement",605,"Central Bank"
"FOMC Meeting Minutes",304,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"FOMC Financial Stability Report",843,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"Monetary Policy Meeting Minutes",307,"Central Bank"
"BOC Monetary Policy Report",414,"Central Bank"
"BOC Rate Statement",14,"Central Bank"
"Overnight Rate",13,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"BOE Credit Conditions Survey",367,"Central Bank"
"Main Refinancing Rate",12,"Central Bank"
"Monetary Policy Statement",825,"Central Bank"
"ECB Press Conference",7,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"Beige Book",241,"Central Bank"
"RBA Bulletin",333,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"M3 Money Supply y/y",375,"Central Bank"
"BOC Summary of Deliberations",891,"Central Bank"
"BOJ Outlook Report",426,"Central Bank"
"BOJ Policy Rate",641,"Central Bank"
"Monetary Policy Statement",371,"Central Bank"
"BOJ Press Conference",20,"Central Bank"
"M4 Money Supply m/m",348,"Central Bank"
"Monetary Base y/y",377,"Central Bank"
"French Gov Budget Balance",378,"Central Bank"
"ECB Economic Bulletin",612,"Central Bank"
"RBNZ Financial Stability Report",25,"Central Bank"
"Foreign Currency Reserves",517,"Central Bank"
"Federal Funds Rate",1,"Central Bank"
"FOMC Statement",4,"Central Bank"
"FOMC Press Conference",512,"Central Bank"
"Monetary Policy Meeting Minutes",306,"Central Bank"
"BOE Monetary Policy Report",418,"Central Bank"
"Monetary Policy Summary",628,"Central Bank"
"MPC Official Bank Rate Votes",305,"Central Bank"
"Official Bank Rate",15,"Central Bank"
"BOC Financial System Review",614,"Central Bank"
"BOC Press Conference",471,"Central Bank"
"Federal Budget Balance",322,"Central Bank"
"Loan Officer Survey",473,"Central Bank"
"BOJ Summary of Opinions",633,"Central Bank"
"M2 Money Stock y/y",376,"Central Bank"
"M2 Money Supply y/y",476,"Central Bank"
"EU Economic Forecasts",413,"Central Bank"
"1-y Loan Prime Rate",777,"Central Bank"
"5-y Loan Prime Rate",898,"Central Bank"
"Cash Rate",21,"Central Bank"
"RBA Monetary Policy Statement",415,"Central Bank"
"RBA Rate Statement",22,"Central Bank"
"RBA Press Conference",906,"Central Bank"
"ECB Financial Stability Review",616,"Central Bank"
"Annual Budget Release",429,"Central Bank"
"German Buba Monthly Report",581,"Central Bank"
"ECB Monetary Policy Meeting Accounts",613,"Central Bank"
